ano,senioridade,contrato,cargo,salario,moeda,usd,residencia,remoto,empresa,tamanho_empresa,residencia_iso3
2025,senior,integral,Architect,85150,USD,85150,US,remoto,US,media,USA
2025,pleno,integral,Engineer,106200,USD,106200,US,presencial,US,media,USA
2025,pleno,integral,Engineer,57200,USD,57200,US,presencial,US,media,USA
2025,pleno,integral,Engineer,176000,USD,176000,US,presencial,US,media,USA
2025,pleno,integral,Engineer,128000,USD,128000,US,presencial,US,media,USA
2025,senior,integral,Software Engineer,248594,USD,248594,US,presencial,US,media,USA
2025,senior,integral,Software Engineer,177567,USD,177567,US,presencial,US,media,USA
2025,senior,integral,Data Analyst,101500,USD,101500,CA,presencial,CA,media,CAN
2025,senior,integral,Data Analyst,54500,USD,54500,CA,presencial,CA,media,CAN
2025,pleno,integral,Data Analytics Manager,195000,USD,195000,US,presencial,US,media,USA
2025,pleno,integral,Data Analytics Manager,105000,USD,105000,US,presencial,US,media,USA
2025,senior,integral,Principal Statistical Programmer,273200,USD,273200,US,presencial,US,media,USA
2025,senior,integral,Principal Statistical Programmer,88300,USD,88300,US,presencial,US,media,USA
2025,pleno,integral,Associate,235300,USD,235300,US,presencial,US,media,USA
2025,pleno,integral,Associate,84400,USD,84400,US,presencial,US,media,USA
2025,pleno,integral,Associate,245985,USD,245985,US,remoto,US,media,USA
2025,pleno,integral,Associate,164530,USD,164530,US,remoto,US,media,USA
2025,junior,integral,Software Engineer,107000,USD,107000,MT,presencial,MT,media,MLT
2025,junior,integral,Software Engineer,52500,USD,52500,MT,presencial,MT,media,MLT
2025,senior,integral,Analyst,131747,USD,131747,US,remoto,US,media,USA
2025,senior,integral,Analyst,80849,USD,80849,US,remoto,US,media,USA
2025,senior,integral,Analyst,109000,USD,109000,CA,presencial,CA,media,CAN
2025,senior,integral,Analyst,77000,USD,77000,CA,presencial,CA,media,CAN
2025,pleno,integral,Manager,126000,USD,126000,CA,presencial,CA,media,CAN
2025,pleno,integral,Manager,68000,USD,68000,CA,presencial,CA,media,CAN
2025,executivo,integral,Director,145000,USD,145000,US,presencial,US,media,USA
2025,executivo,integral,Director,115000,USD,115000,US,presencial,US,media,USA
2025,senior,integral,Manager,222600,USD,222600,US,presencial,US,media,USA
2025,senior,integral,Manager,120000,USD,120000,US,presencial,US,media,USA
2025,senior,integral,Manager,187200,USD,187200,CA,presencial,CA,media,CAN
2025,senior,integral,Manager,100800,USD,100800,CA,presencial,CA,media,CAN
2025,executivo,integral,Director,261800,USD,261800,US,presencial,US,media,USA
2025,executivo,integral,Director,140800,USD,140800,US,presencial,US,media,USA
2025,pleno,integral,Cloud Engineer,198200,USD,198200,US,presencial,US,media,USA
2025,pleno,integral,Cloud Engineer,94400,USD,94400,US,presencial,US,media,USA
2025,pleno,integral,Manager,119875,USD,119875,CA,presencial,CA,media,CAN
2025,pleno,integral,Manager,71925,USD,71925,CA,presencial,CA,media,CAN
2025,senior,integral,Software Engineer,192050,USD,192050,US,presencial,US,media,USA
2025,senior,integral,Software Engineer,118150,USD,118150,US,presencial,US,media,USA
2025,senior,integral,Engineer,169050,USD,169050,US,presencial,US,media,USA
2025,senior,integral,Engineer,124950,USD,124950,US,presencial,US,media,USA
2025,senior,integral,Data Architect,198000,USD,198000,US,presencial,US,media,USA
2025,senior,integral,Data Architect,86900,USD,86900,US,presencial,US,media,USA
2025,senior,integral,Data Architect,163116,USD,163116,US,presencial,US,media,USA
2025,senior,integral,Data Architect,97870,USD,97870,US,presencial,US,media,USA
2025,executivo,integral,Data Analyst,85000,USD,85000,US,presencial,US,media,USA
2025,executivo,integral,Data Analyst,75000,USD,75000,US,presencial,US,media,USA
2025,junior,integral,Data Analyst,141000,USD,141000,US,presencial,US,media,USA
2025,junior,integral,Data Analyst,61900,USD,61900,US,presencial,US,media,USA
2025,senior,integral,Engineer,286300,USD,286300,US,presencial,US,media,USA
2025,senior,integral,Engineer,163600,USD,163600,US,presencial,US,media,USA
2025,senior,integral,Product Owner,212333,USD,212333,US,presencial,US,media,USA
2025,senior,integral,Product Owner,147000,USD,147000,US,presencial,US,media,USA
2025,senior,integral,Product Owner,180967,USD,180967,CA,presencial,CA,media,CAN
2025,senior,integral,Product Owner,125300,USD,125300,CA,presencial,CA,media,CAN
2025,senior,integral,Data Scientist,115000,GBP,145569,GB,presencial,GB,media,GBR
2025,senior,integral,Data Scientist,85000,GBP,107594,GB,presencial,GB,media,GBR
2025,pleno,integral,Data Scientist,121956,USD,121956,US,presencial,US,media,USA
2025,pleno,integral,Data Scientist,93974,USD,93974,US,presencial,US,media,USA
2025,pleno,integral,Data Scientist,98817,USD,98817,US,presencial,US,media,USA
2025,pleno,integral,Data Scientist,74113,USD,74113,US,presencial,US,media,USA
2025,senior,integral,Data Engineer,193820,USD,193820,US,remoto,US,media,USA
2025,senior,integral,Data Engineer,140960,USD,140960,US,remoto,US,media,USA
2025,pleno,integral,Data Engineer,143000,USD,143000,US,presencial,US,media,USA
2025,pleno,integral,Data Engineer,77000,USD,77000,US,presencial,US,media,USA
2025,pleno,integral,Data Engineer,113000,USD,113000,US,presencial,US,media,USA
2025,pleno,integral,Data Engineer,74000,USD,74000,US,presencial,US,media,USA
2025,pleno,integral,Software Engineer,108212,USD,108212,US,presencial,US,media,USA
2025,pleno,integral,Software Engineer,69999,USD,69999,US,presencial,US,media,USA
2025,pleno,integral,Software Engineer,108212,USD,108212,US,presencial,US,media,USA
2025,pleno,integral,Software Engineer,69999,USD,69999,US,presencial,US,media,USA
2025,senior,integral,Data Engineer,125000,USD,125000,US,presencial,US,media,USA
2025,senior,integral,Data Engineer,90000,USD,90000,US,presencial,US,media,USA
2025,senior,integral,Engineer,160000,USD,160000,US,presencial,US,media,USA
2025,senior,integral,Engineer,130000,USD,130000,US,presencial,US,media,USA
2025,pleno,integral,Manager,118700,USD,118700,US,presencial,US,media,USA
2025,pleno,integral,Manager,79100,USD,79100,US,presencial,US,media,USA
2025,senior,integral,Product Manager,233000,USD,233000,US,presencial,US,media,USA
2025,senior,integral,Product Manager,144000,USD,144000,US,presencial,US,media,USA
2025,executivo,integral,Executive,122634,USD,122634,US,presencial,US,media,USA
2025,executivo,integral,Executive,113443,USD,113443,US,presencial,US,media,USA
2025,junior,integral,Analyst,100500,USD,100500,US,presencial,US,media,USA
2025,junior,integral,Analyst,60300,USD,60300,US,presencial,US,media,USA
2025,senior,integral,Analyst,122600,USD,122600,US,presencial,US,media,USA
2025,senior,integral,Analyst,73000,USD,73000,US,presencial,US,media,USA
2025,senior,integral,Architect,75000,EUR,78947,FR,presencial,FR,media,FRA
2025,senior,integral,Architect,65000,EUR,68421,FR,presencial,FR,media,FRA
2025,pleno,integral,Analyst,176000,USD,176000,US,presencial,US,media,USA
2025,pleno,integral,Analyst,77600,USD,77600,US,presencial,US,media,USA
2025,senior,integral,Business Intelligence Engineer,162600,USD,162600,US,presencial,US,grande,USA
2025,senior,integral,Business Intelligence Engineer,97400,USD,97400,US,presencial,US,grande,USA
2025,senior,integral,Data Governance Lead,165000,USD,165000,US,presencial,US,media,USA
2025,senior,integral,Data Governance Lead,120000,USD,120000,US,presencial,US,media,USA
2025,pleno,integral,Data Governance Specialist,206300,USD,206300,US,presencial,US,media,USA
2025,pleno,integral,Data Governance Specialist,100600,USD,100600,US,presencial,US,media,USA
2025,pleno,integral,AI Engineer,200900,USD,200900,US,remoto,US,media,USA
2025,pleno,integral,AI Engineer,133900,USD,133900,US,remoto,US,media,USA
2025,senior,integral,Applied Scientist,257600,USD,257600,US,presencial,US,media,USA
2025,senior,integral,Applied Scientist,142700,USD,142700,US,presencial,US,media,USA
2025,pleno,integral,Data Analyst,125000,USD,125000,US,presencial,US,media,USA
2025,pleno,integral,Data Analyst,115000,USD,115000,US,presencial,US,media,USA
2025,senior,integral,Data Analyst,115000,USD,115000,US,presencial,US,media,USA
2025,senior,integral,Data Analyst,90000,USD,90000,US,presencial,US,media,USA
2025,senior,integral,Data Engineer,134800,USD,134800,US,presencial,US,grande,USA
2025,senior,integral,Data Engineer,80700,USD,80700,US,presencial,US,grande,USA
2025,senior,integral,Data Engineer,295000,USD,295000,US,presencial,US,media,USA
2025,senior,integral,Data Engineer,227000,USD,227000,US,presencial,US,media,USA
2025,senior,integral,Solutions Architect,307400,USD,307400,US,presencial,US,media,USA
2025,senior,integral,Solutions Architect,219400,USD,219400,US,presencial,US,media,USA
2025,senior,integral,Solutions Architect,243000,USD,243000,US,remoto,US,media,USA
2025,senior,integral,Solutions Architect,162000,USD,162000,US,remoto,US,media,USA
2025,pleno,integral,AI Researcher,350000,USD,350000,US,remoto,US,media,USA
2025,pleno,integral,AI Researcher,180000,USD,180000,US,remoto,US,media,USA
2025,junior,integral,Machine Learning Engineer,193000,USD,193000,US,remoto,US,media,USA
2025,junior,integral,Machine Learning Engineer,133000,USD,133000,US,remoto,US,media,USA
2025,pleno,integral,Machine Learning Engineer,223600,USD,223600,US,presencial,US,grande,USA
2025,pleno,integral,Machine Learning Engineer,129300,USD,129300,US,presencial,US,grande,USA
2025,senior,integral,Bear Robotics,262000,USD,262000,US,presencial,US,media,USA
2025,senior,integral,Bear Robotics,210000,USD,210000,US,presencial,US,media,USA
2025,senior,integral,Software Engineer,173250,USD,173250,US,remoto,US,media,USA
2025,senior,integral,Software Engineer,118965,USD,118965,US,remoto,US,media,USA
2025,pleno,integral,Data Strategist,185000,USD,185000,US,presencial,US,media,USA
2025,pleno,integral,Data Strategist,135000,USD,135000,US,presencial,US,media,USA
2025,pleno,integral,Research Engineer,250000,USD,250000,US,presencial,US,media,USA
2025,pleno,integral,Research Engineer,180000,USD,180000,US,presencial,US,media,USA
2025,senior,integral,Product Designer,258400,USD,258400,US,remoto,US,media,USA
2025,senior,integral,Product Designer,161500,USD,161500,US,remoto,US,media,USA
2025,pleno,integral,Researcher,104000,USD,104000,CA,presencial,CA,media,CAN
2025,pleno,integral,Researcher,88000,USD,88000,CA,presencial,CA,media,CAN
2025,senior,integral,Software Development Engineer,197600,USD,197600,US,presencial,US,media,USA
2025,senior,integral,Software Development Engineer,118976,USD,118976,US,presencial,US,media,USA
2025,pleno,integral,Software Engineer,253000,USD,253000,US,remoto,US,media,USA
2025,pleno,integral,Software Engineer,183000,USD,183000,US,remoto,US,media,USA
2025,pleno,integral,Software Engineer,165282,USD,165282,US,presencial,US,media,USA
2025,pleno,integral,Software Engineer,102756,USD,102756,US,presencial,US,media,USA
2025,senior,integral,Engineer,167740,USD,167740,US,presencial,US,media,USA
2025,senior,integral,Engineer,128119,USD,128119,US,presencial,US,media,USA
2025,pleno,integral,Engineer,94000,USD,94000,US,presencial,US,media,USA
2025,pleno,integral,Engineer,90000,USD,90000,US,presencial,US,media,USA
2025,pleno,integral,Engineer,94000,USD,94000,US,presencial,US,media,USA
2025,pleno,integral,Engineer,90000,USD,90000,US,presencial,US,media,USA
2025,pleno,integral,Engineer,94000,USD,94000,US,presencial,US,media,USA
2025,pleno,integral,Engineer,90000,USD,90000,US,presencial,US,media,USA
2025,pleno,integral,Business Analyst,84000,EUR,88421,NL,presencial,NL,media,NLD
2025,pleno,integral,Business Analyst,48000,EUR,50526,NL,presencial,NL,media,NLD
2025,pleno,integral,Solution Engineer,150000,USD,150000,US,presencial,US,media,USA
2025,pleno,integral,Solution Engineer,130000,USD,130000,US,presencial,US,media,USA
2025,senior,integral,Software Engineer,154000,USD,154000,US,presencial,US,media,USA
2025,senior,integral,Software Engineer,110000,USD,110000,US,presencial,US,media,USA
2025,pleno,integral,Full Stack Developer,170000,USD,170000,US,presencial,US,media,USA
2025,pleno,integral,Full Stack Developer,140000,USD,140000,US,presencial,US,media,USA
2025,senior,integral,Product Analyst,207000,USD,207000,US,remoto,US,media,USA
2025,senior,integral,Product Analyst,127500,USD,127500,US,remoto,US,media,USA
2025,pleno,integral,Engineer,110000,USD,110000,US,presencial,US,media,USA
2025,pleno,integral,Engineer,81000,USD,81000,US,presencial,US,media,USA
2025,pleno,integral,Research Engineer,405000,USD,405000,US,presencial,US,media,USA
2025,pleno,integral,Research Engineer,300000,USD,300000,US,presencial,US,media,USA
2025,senior,integral,Full Stack Engineer,220000,USD,220000,US,remoto,US,media,USA
2025,senior,integral,Full Stack Engineer,170000,USD,170000,US,remoto,US,media,USA
2025,pleno,integral,Full Stack Engineer,190000,USD,190000,US,remoto,US,media,USA
2025,pleno,integral,Full Stack Engineer,130000,USD,130000,US,remoto,US,media,USA
2025,senior,integral,Backend Engineer,220000,USD,220000,US,remoto,US,media,USA
2025,senior,integral,Backend Engineer,170000,USD,170000,US,remoto,US,media,USA
2025,pleno,integral,Backend Engineer,190000,USD,190000,US,remoto,US,media,USA
2025,pleno,integral,Backend Engineer,130000,USD,130000,US,remoto,US,media,USA
2025,senior,integral,Software Engineer,259900,USD,259900,US,remoto,US,media,USA
2025,senior,integral,Software Engineer,170800,USD,170800,US,remoto,US,media,USA
2025,senior,integral,Sales Engineer,180000,USD,180000,US,presencial,US,media,USA
2025,senior,integral,Sales Engineer,160000,USD,160000,US,presencial,US,media,USA
2025,pleno,integral,Engineer,165600,USD,165600,US,presencial,US,grande,USA
2025,pleno,integral,Engineer,74100,USD,74100,US,presencial,US,grande,USA
2025,pleno,integral,Prompt Engineer,24000,USD,24000,IT,remoto,US,media,ITA
2025,executivo,integral,Head of AI,238000,USD,238000,US,presencial,US,media,USA
2025,executivo,integral,Head of AI,214000,USD,214000,US,presencial,US,media,USA
2025,senior,integral,Platform Engineer,240000,USD,240000,US,presencial,US,media,USA
2025,senior,integral,Platform Engineer,140000,USD,140000,US,presencial,US,media,USA
2025,senior,integral,Platform Engineer,217000,USD,217000,US,presencial,US,media,USA
2025,senior,integral,Platform Engineer,140000,USD,140000,US,presencial,US,media,USA
2025,senior,integral,Platform Engineer,217000,USD,217000,US,presencial,US,media,USA
2025,senior,integral,Platform Engineer,140000,USD,140000,US,presencial,US,media,USA
2025,senior,integral,Applied Scientist,252000,USD,252000,US,remoto,US,media,USA
2025,senior,integral,Applied Scientist,183000,USD,183000,US,remoto,US,media,USA
2025,pleno,integral,Software Engineer,205000,USD,205000,US,presencial,US,media,USA
2025,pleno,integral,Software Engineer,145000,USD,145000,US,presencial,US,media,USA
2025,senior,integral,Data Engineer,145000,USD,145000,US,presencial,US,media,USA
2025,senior,integral,Data Engineer,110000,USD,110000,US,presencial,US,media,USA
2025,senior,integral,Engineer,252000,USD,252000,US,presencial,US,media,USA
2025,senior,integral,Engineer,168000,USD,168000,US,presencial,US,media,USA
2025,senior,integral,Data Scientist,161250,USD,161250,US,remoto,US,media,USA
2025,senior,integral,Data Scientist,138750,USD,138750,US,remoto,US,media,USA
2025,senior,integral,Manager,364254,USD,364254,US,remoto,US,media,USA
2025,senior,integral,Manager,176924,USD,176924,US,remoto,US,media,USA
2025,senior,integral,Machine Learning Engineer,342000,USD,342000,US,remoto,US,media,USA
2025,senior,integral,Machine Learning Engineer,239000,USD,239000,US,remoto,US,media,USA
2025,senior,integral,Machine Learning Engineer,195000,USD,195000,US,presencial,US,media,USA
2025,senior,integral,Machine Learning Engineer,150000,USD,150000,US,presencial,US,media,USA
2025,senior,integral,AI Engineer,190000,USD,190000,US,presencial,US,media,USA
2025,senior,integral,AI Engineer,145000,USD,145000,US,presencial,US,media,USA
2025,junior,integral,Data Analyst,94000,USD,94000,US,presencial,US,media,USA
2025,junior,integral,Data Analyst,84500,USD,84500,US,presencial,US,media,USA
2025,senior,integral,Data Analyst,70800,EUR,74526,LT,presencial,LT,media,LTU
2025,senior,integral,Data Analyst,38400,EUR,40421,LT,presencial,LT,media,LTU
2025,junior,integral,Data Analyst,153200,USD,153200,US,presencial,US,media,USA
2025,junior,integral,Data Analyst,102100,USD,102100,US,presencial,US,media,USA
2025,senior,integral,Product Manager,238000,USD,238000,US,presencial,US,media,USA
